Titles	Genres
Haider[(0, 0.4790000021457672), (11, 0.41100001335144043), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Action', 'Crime', 'Drama', 'Thriller']
Shadow of a Doubt[(5, 0.5559999942779541), (13, 0.289000004529953), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Thriller']
Fitzcarraldo[(11, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Adventure', 'Drama']
Paper Moon[(10, 0.6729999780654907), (11, 0.21799999475479126), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Comedy', 'Drama']
Control[(18, 0.5839999914169312), (7, 0.26100000739097595), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Biography', 'Drama', 'Music']
Lagaan: Once Upon a Time in India[(12, 0.5450000166893005), (13, 0.36000001430511475), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Adventure', 'Drama', 'Musical', 'Sport']
Bringing Up Baby[(6, 0.5690000057220459), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Comedy', 'Family', 'Romance']
House of Sand and Fog[(9, 0.4169999957084656), (1, 0.3869999945163727), (4, 0.010999999940395355), (5, 0.010999999940395355), (10, 0.010999999940395355)]	['Crime', 'Drama']
Secrets & Lies[(2, 0.6779999732971191), (6, 0.1340000033378601), (19, 0.11500000208616257), (0, 0.004000000189989805), (1, 0.004000000189989805)]	['Drama']
Once Were Warriors[(6, 0.4169999957084656), (0, 0.2199999988079071), (7, 0.2150000035762787), (5, 0.008999999612569809), (9, 0.008999999612569809)]	['Crime', 'Drama']
All Quiet on the Western Front[(10, 0.5080000162124634), (4, 0.382999986410141), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Drama', 'War']
The Wages of Fear[(17, 0.4519999921321869), (14, 0.2919999957084656), (18, 0.15199999511241913), (0, 0.006000000052154064), (1, 0.006000000052154064)]	['Adventure', 'Drama', 'Thriller']
Wolf Children[(16, 0.6669999957084656), (20, 0.2630000114440918), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805)]	['Animation', 'Drama', 'Family', 'Fantasy']
Guess Who's Coming to Dinner[(16, 0.5329999923706055), (14, 0.2720000147819519), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Comedy', 'Drama']
Head-On[(5, 0.48399999737739563), (12, 0.4309999942779541), (4, 0.004999999888241291), (9, 0.004999999888241291), (10, 0.004999999888241291)]	['Drama', 'Romance']
The Lunchbox[(10, 0.8849999904632568), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Drama', 'Romance']
Queen[(16, 0.5299999713897705), (10, 0.3149999976158142), (5, 0.008999999612569809), (9, 0.008999999612569809), (15, 0.008999999612569809)]	['Comedy', 'Drama']
Rang De Basanti[(12, 0.6940000057220459), (7, 0.2370000034570694), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805)]	['Comedy', 'Drama']
Zindagi Na Milegi Dobara[(9, 0.8849999904632568), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Comedy', 'Drama']
The Flowers of War[(15, 0.8999999761581421), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Drama', 'History', 'Romance', 'War']
The Chorus[(18, 0.625), (15, 0.2800000011920929), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Drama', 'Music']
Pierrot le Fou[(20, 0.4729999899864197), (10, 0.2630000114440918), (18, 0.18400000035762787), (4, 0.004999999888241291), (5, 0.004999999888241291)]	['Crime', 'Drama', 'Romance']
Hannah and Her Sisters[(16, 0.46399998664855957), (5, 0.2639999985694885), (12, 0.21199999749660492), (10, 0.004000000189989805), (15, 0.004000000189989805)]	['Comedy', 'Drama']
Death Note[(19, 0.3889999985694885), (7, 0.3230000138282776), (4, 0.1289999932050705), (3, 0.10199999809265137), (5, 0.004000000189989805)]	['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller']
Wait Until Dark[(18, 0.722000002861023), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Horror', 'Thriller']
Peeping Tom[(20, 0.41499999165534973), (5, 0.29499998688697815), (17, 0.1860000044107437), (0, 0.006000000052154064), (1, 0.006000000052154064)]	['Drama', 'Horror', 'Thriller']
The Motorcycle Diaries[(20, 0.45399999618530273), (16, 0.2809999883174896), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Adventure', 'Biography', 'Drama']
The Lady Vanishes[(20, 0.45899999141693115), (13, 0.3449999988079071), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Mystery', 'Thriller']
Henry V[(5, 0.3880000114440918), (18, 0.25), (4, 0.2160000056028366), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Action', 'Biography', 'Drama', 'History', 'Romance', 'War']
The Sea Inside[(8, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Biography', 'Drama']
Talvar[(18, 0.36800000071525574), (6, 0.367000013589859), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Crime', 'Drama', 'Mystery', 'Thriller']
Three Colors: White[(16, 0.45100000500679016), (14, 0.3529999852180481), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Comedy', 'Drama', 'Romance']
La Strada[(9, 0.2939999997615814), (10, 0.2720000147819519), (4, 0.25), (5, 0.010999999940395355), (15, 0.010999999940395355)]	['Drama']
Aguirre, the Wrath of God[(18, 0.49799999594688416), (12, 0.3070000112056732), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Adventure', 'Biography', 'Drama', 'History']
13 Assassins[(15, 0.5370000004768372), (19, 0.21799999475479126), (2, 0.1550000011920929), (0, 0.004999999888241291), (1, 0.004999999888241291)]	['Action', 'Adventure', 'Drama']
The Passion of Joan of Arc[(18, 0.722000002861023), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Biography', 'Drama', 'History']
A Man for All Seasons[(18, 0.7940000295639038), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Biography', 'Drama', 'History']
Kahaani[(2, 0.49399998784065247), (18, 0.37700000405311584), (0, 0.007000000216066837), (1, 0.007000000216066837), (4, 0.007000000216066837)]	['Mystery', 'Thriller']
Jab We Met[(5, 0.8999999761581421), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Comedy', 'Drama', 'Romance']
Black[(12, 0.34200000762939453), (3, 0.15700000524520874), (18, 0.14399999380111694), (8, 0.14000000059604645), (4, 0.13600000739097595)]	['Drama']
The Counterfeiters[(8, 0.5680000185966492), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Crime', 'Drama', 'War']
The Purple Rose of Cairo[(1, 0.3269999921321869), (4, 0.21799999475479126), (5, 0.18000000715255737), (19, 0.1599999964237213), (0, 0.007000000216066837)]	['Comedy', 'Fantasy', 'Romance']
Hera Pheri[(16, 0.5370000004768372), (18, 0.33399999141693115), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Action', 'Comedy', 'Crime', 'Drama']
The Secret of Kells[(15, 0.5559999942779541), (7, 0.17800000309944153), (2, 0.14399999380111694), (0, 0.007000000216066837), (1, 0.007000000216066837)]	['Animation', 'Adventure', 'Family', 'Fantasy']
The Killer[(14, 0.2590000033378601), (9, 0.21699999272823334), (2, 0.20000000298023224), (16, 0.1860000044107437), (5, 0.008999999612569809)]	['Action', 'Crime', 'Drama', 'Thriller']
The Past[(9, 0.8569999933242798), (11, 0.08900000154972076), (0, 0.003000000026077032), (1, 0.003000000026077032), (2, 0.003000000026077032)]	['Drama', 'Mystery']
In America[(6, 0.4830000102519989), (16, 0.20200000703334808), (13, 0.19300000369548798), (0, 0.007000000216066837), (1, 0.007000000216066837)]	['Drama']
The Gold Rush[(18, 0.7940000295639038), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Adventure', 'Comedy', 'Drama', 'Family']
Au Revoir les Enfants[(4, 0.949999988079071), (5, 0.003000000026077032), (9, 0.003000000026077032), (10, 0.003000000026077032), (15, 0.003000000026077032)]	['Drama', 'War']
Kal Ho Naa Ho[(10, 0.367000013589859), (13, 0.2290000021457672), (2, 0.1940000057220459), (8, 0.1340000033378601), (4, 0.004999999888241291)]	['Comedy', 'Drama', 'Romance']
Battleship Potemkin[(12, 0.41600000858306885), (9, 0.22200000286102295), (13, 0.2150000035762787), (5, 0.008999999612569809), (10, 0.008999999612569809)]	['Drama', 'History']
Elite Squad: The Enemy Within[(19, 0.5759999752044678), (3, 0.29499998688697815), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Action', 'Crime', 'Drama', 'Thriller']
Ivan's Childhood[(5, 0.5130000114440918), (18, 0.3370000123977661), (15, 0.07900000363588333), (0, 0.004000000189989805), (1, 0.004000000189989805)]	['Drama', 'War']
Barfi![(20, 0.6269999742507935), (13, 0.24400000274181366), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Comedy', 'Drama', 'Romance']
In a Better World[(5, 0.5979999899864197), (19, 0.27399998903274536), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Drama', 'Romance']
The Red Violin[(16, 0.492000013589859), (18, 0.39800000190734863), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Drama', 'Music', 'Mystery', 'Romance']
Brief Encounter[(2, 0.5329999923706055), (14, 0.2720000147819519), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Drama', 'Romance']
Dil Chahta Hai[(9, 0.2919999957084656), (12, 0.25200000405311584), (19, 0.2199999988079071), (17, 0.1509999930858612), (0, 0.004999999888241291)]	['Comedy', 'Drama', 'Romance']
And Now for Something Completely Different[(8, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Comedy']
Sophie Scholl: The Final Days[(4, 0.5410000085830688), (0, 0.296999990940094), (9, 0.09600000083446503), (1, 0.004000000189989805), (2, 0.004000000189989805)]	['Biography', 'Crime', 'Drama', 'History', 'Thriller', 'War']
G.O.R.A.[(0, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Adventure', 'Comedy', 'Sci-Fi']
De ademtocht[(11, 0.4860000014305115), (8, 0.35899999737739563), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Action', 'Drama', 'Thriller', 'War']
Vizontele[(17, 0.8849999904632568), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Comedy', 'Drama']
Carry On, Munna Bhai[(11, 0.7940000295639038), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Comedy', 'Drama', 'Romance']
The Barbarian Invasions[(16, 0.5379999876022339), (5, 0.210999995470047), (3, 0.17900000512599945), (0, 0.004000000189989805), (1, 0.004000000189989805)]	['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']
The Edge of Heaven[(11, 0.4449999928474426), (16, 0.4449999928474426), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Drama']
Sholay[(12, 0.9110000133514404), (4, 0.004999999888241291), (5, 0.004999999888241291), (9, 0.004999999888241291), (10, 0.004999999888241291)]	['Action', 'Adventure', 'Comedy', 'Drama', 'Musical', 'Thriller']
Central Station[(18, 0.9330000281333923), (5, 0.004000000189989805), (10, 0.004000000189989805), (15, 0.004000000189989805), (0, 0.003000000026077032)]	['Drama']
Special 26[(18, 0.4230000078678131), (13, 0.421999990940094), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Crime', 'Drama', 'Thriller']
OMG: Oh My God![(2, 0.5680000185966492), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Comedy', 'Drama', 'Fantasy']
Tangerines[(11, 0.6349999904632568), (4, 0.20999999344348907), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Drama', 'War']
The Muppet Christmas Carol[(8, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']
A Night at the Opera[(14, 0.47600001096725464), (19, 0.26100000739097595), (15, 0.1589999943971634), (0, 0.006000000052154064), (1, 0.006000000052154064)]	['Comedy', 'Music', 'Musical']
Veer-Zaara[(12, 0.7940000295639038), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Drama', 'Family', 'Musical', 'Romance']
Confessions[(6, 0.5080000162124634), (9, 0.21799999475479126), (17, 0.15199999511241913), (0, 0.007000000216066837), (1, 0.007000000216066837)]	['Drama', 'Thriller']
Bhaag Milkha Bhaag[(5, 0.050999999046325684), (10, 0.050999999046325684), (9, 0.05000000074505806), (15, 0.05000000074505806), (4, 0.04899999871850014)]	['Biography', 'Drama', 'Sport']
Sanjuro[(10, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (15, 0.008999999612569809), (0, 0.00800000037997961)]	['Action', 'Crime', 'Drama', 'Thriller']
Paan Singh Tomar[(1, 0.5120000243186951), (9, 0.3790000081062317), (0, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Action', 'Biography', 'Crime', 'Sport', 'Thriller']
English Vinglish[(16, 0.3880000114440918), (17, 0.31200000643730164), (3, 0.17800000309944153), (0, 0.007000000216066837), (1, 0.007000000216066837)]	['Comedy', 'Drama', 'Family']
Knockin' on Heaven's Door[(11, 0.36399999260902405), (16, 0.28600001335144043), (3, 0.1469999998807907), (9, 0.12700000405311584), (4, 0.004999999888241291)]	['Action', 'Crime', 'Comedy', 'Drama']
Le Dîner de Cons[(9, 0.4230000078678131), (13, 0.421999990940094), (5, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Comedy']
Munna Bhai M.B.B.S.[(0, 0.3840000033378601), (20, 0.2540000081062317), (6, 0.2150000035762787), (5, 0.008999999612569809), (9, 0.008999999612569809)]	['Comedy', 'Drama', 'Musical']
Boy A[(15, 0.7329999804496765), (3, 0.15800000727176666), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Drama']
Adam's Apples[(14, 0.5690000057220459), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Comedy', 'Crime', 'Drama']
Love and Death[(14, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Comedy', 'War']
C.R.A.Z.Y.[(8, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Comedy', 'Drama']
Sherlock Jr.[(8, 0.3199999928474426), (20, 0.20999999344348907), (15, 0.17900000512599945), (14, 0.17599999904632568), (0, 0.007000000216066837)]	['Action', 'Comedy', 'Romance']
Chak de! India[(12, 0.515999972820282), (20, 0.2540000081062317), (10, 0.13899999856948853), (0, 0.004999999888241291), (1, 0.004999999888241291)]	['Drama', 'Family', 'Sport']
Vampire Hunter D: Bloodlust[(17, 0.5329999923706055), (10, 0.2720000147819519), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Animation', 'Action', 'Fantasy', 'Horror', 'Sci-Fi']
The Visitor[(1, 0.5299999713897705), (20, 0.4009999930858612), (0, 0.004000000189989805), (2, 0.004000000189989805), (4, 0.004000000189989805)]	['Drama']
A Wednesday[(3, 0.8840000033378601), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Crime', 'Drama', 'Mystery', 'Thriller']
La Grande Illusion[(4, 0.5120000243186951), (8, 0.4339999854564667), (0, 0.003000000026077032), (1, 0.003000000026077032), (2, 0.003000000026077032)]	['Drama', 'War']
Dilwale Dulhania Le Jayenge[(13, 0.8650000095367432), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Drama', 'Romance']
The Postman (Il Postino)[(0, 0.42500001192092896), (6, 0.2150000035762787), (12, 0.21299999952316284), (5, 0.008999999612569809), (9, 0.008999999612569809)]	['Biography', 'Comedy', 'Drama', 'Romance']
Nine Queens[(14, 0.5329999923706055), (6, 0.2709999978542328), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Crime', 'Drama', 'Thriller']
Tokyo Godfathers[(13, 0.5320000052452087), (20, 0.3720000088214874), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Animation', 'Adventure', 'Comedy', 'Drama']
Tae Guk Gi: The Brotherhood of War[(11, 0.5519999861717224), (7, 0.3790000081062317), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805)]	['Action', 'Drama', 'War']
The Triplets of Belleville[(2, 0.4350000023841858), (3, 0.21299999952316284), (16, 0.20399999618530273), (5, 0.008999999612569809), (9, 0.008999999612569809)]	['Animation', 'Comedy', 'Drama']
4 Months, 3 Weeks and 2 Days[(5, 0.722000002861023), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873), (0, 0.014000000432133675)]	['Drama']
Joyeux Noel[(4, 0.6909999847412109), (8, 0.21400000154972076), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Drama', 'History', 'Music', 'Romance', 'War']
Zelig[(13, 0.8989999890327454), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Comedy']
Miracle on 34th Street[(5, 0.8999999761581421), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Comedy', 'Drama', 'Family']
Andaz Apna Apna[(19, 0.5199999809265137), (15, 0.2849999964237213), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Comedy', 'Family', 'Romance']
Airlift[(6, 0.367000013589859), (12, 0.367000013589859), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Drama', 'History']
The Nights of Cabiria[(13, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Drama']
Jules and Jim[(19, 0.5519999861717224), (12, 0.3199999928474426), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Drama', 'Romance']
Persepolis[(10, 0.5699999928474426), (5, 0.023000000044703484), (9, 0.023000000044703484), (15, 0.023000000044703484), (4, 0.02199999988079071)]	['Animation', 'Biography', 'Drama', 'History', 'War']
Drunken Master II[(0, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Action', 'Comedy']
Duck Soup[(7, 0.6290000081062317), (12, 0.2150000035762787), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Comedy', 'Musical', 'War']
Udaan[(8, 0.6039999723434448), (5, 0.31200000643730164), (4, 0.004999999888241291), (9, 0.004999999888241291), (10, 0.004999999888241291)]	['Drama']
The Lost Weekend[(3, 0.8360000252723694), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Drama', 'Film-Noir']
Dev.D[(10, 0.9110000133514404), (4, 0.004999999888241291), (5, 0.004999999888241291), (9, 0.004999999888241291), (15, 0.004999999888241291)]	['Comedy', 'Drama', 'Romance']
Amarcord[(17, 0.2720000147819519), (0, 0.2709999978542328), (7, 0.2709999978542328), (4, 0.010999999940395355), (5, 0.010999999940395355)]	['Comedy', 'Drama']
Cowboy Bebop: The Movie[(9, 0.5699999928474426), (5, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484), (4, 0.02199999988079071)]	['Animation', 'Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']
Once Upon a Time in Anatolia[(18, 0.39100000262260437), (0, 0.3070000112056732), (6, 0.18000000715255737), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Crime', 'Drama']
Baby[(12, 0.5329999923706055), (0, 0.2709999978542328), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Action', 'Thriller']
Vicky Donor[(11, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Comedy', 'Romance']
Baahubali 2: The Conclusion[(0, 0.47200000286102295), (7, 0.30300000309944153), (3, 0.1340000033378601), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Action', 'Drama']
The Discreet Charm of the Bourgeoisie[(13, 0.8840000033378601), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Comedy']
Throne of Blood[(15, 0.49799999594688416), (9, 0.2029999941587448), (4, 0.17900000512599945), (0, 0.007000000216066837), (1, 0.007000000216066837)]	['Drama', 'History']
Cell 211[(11, 0.46700000762939453), (15, 0.2329999953508377), (3, 0.20999999344348907), (0, 0.004999999888241291), (1, 0.004999999888241291)]	['Action', 'Crime', 'Drama', 'Thriller']
Crimes and Misdemeanors[(9, 0.4909999966621399), (5, 0.3140000104904175), (4, 0.010999999940395355), (10, 0.010999999940395355), (15, 0.010999999940395355)]	['Comedy', 'Drama']
Spellbound[(17, 0.5329999923706055), (11, 0.2720000147819519), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Film-Noir', 'Mystery', 'Romance', 'Thriller']
3-Iron[(3, 0.6890000104904175), (0, 0.18199999630451202), (1, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Crime', 'Drama', 'Romance']
The General[(8, 0.5680000185966492), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Action', 'Adventure', 'Comedy', 'Drama', 'War', 'Western']
The 39 Steps[(20, 0.9470000267028809), (0, 0.003000000026077032), (1, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032)]	['Mystery', 'Thriller']
The Hidden Fortress[(5, 0.8370000123977661), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809), (0, 0.00800000037997961)]	['Adventure', 'Drama']
Black Cat, White Cat[(16, 0.7039999961853027), (6, 0.20000000298023224), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Comedy', 'Crime', 'Romance']
About Elly[(7, 0.5320000052452087), (18, 0.2720000147819519), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Drama', 'Mystery', 'Thriller']
Swades[(12, 0.8849999904632568), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Drama']
You Can Count on Me[(6, 0.46299999952316284), (8, 0.4090000092983246), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Drama']
The Many Adventures of Winnie the Pooh[(19, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Animation', 'Comedy', 'Family', 'Musical']
Hard Boiled[(2, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Action', 'Crime', 'Thriller']
Interstate 60: Episodes of the Road[(11, 0.8650000095367432), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Adventure', 'Comedy', 'Drama', 'Fantasy']
Sleuth[(13, 0.8989999890327454), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Mystery', 'Thriller']
Sunrise[(5, 0.6069999933242798), (9, 0.26600000262260437), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Drama', 'Romance']
Harvey[(8, 0.421999990940094), (11, 0.2150000035762787), (19, 0.2150000035762787), (5, 0.008999999612569809), (9, 0.008999999612569809)]	['Comedy', 'Drama', 'Fantasy']
The Message[(1, 0.7940000295639038), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Adventure', 'Biography', 'Drama', 'History', 'War']
Evil[(18, 0.6949999928474426), (17, 0.22100000083446503), (4, 0.004999999888241291), (5, 0.004999999888241291), (9, 0.004999999888241291)]	['Drama']
Departures[(2, 0.41100001335144043), (6, 0.3240000009536743), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Drama', 'Music']
The Tale of The Princess Kaguya[(10, 0.531000018119812), (5, 0.3930000066757202), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805)]	['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']
The Return[(11, 0.7379999756813049), (1, 0.15199999511241913), (0, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Drama']
The Invisible Man[(4, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Horror', 'Sci-Fi']
Shine[(0, 0.4059999883174896), (18, 0.23199999332427979), (5, 0.2160000056028366), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Biography', 'Drama', 'Music', 'Romance']
Batman: Mask of the Phantasm[(17, 0.2199999988079071), (2, 0.2070000022649765), (14, 0.1860000044107437), (7, 0.164000004529953), (1, 0.11400000005960464)]	['Animation', 'Action', 'Adventure', 'Crime', 'Drama', 'Family', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']
My Sassy Girl[(12, 0.382999986410141), (3, 0.34599998593330383), (20, 0.18000000715255737), (0, 0.004999999888241291), (1, 0.004999999888241291)]	['Comedy', 'Drama', 'Romance']
Porco Rosso[(4, 0.6800000071525574), (10, 0.19200000166893005), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Animation', 'Adventure', 'Comedy', 'Fantasy', 'Romance']
The World's Fastest Indian[(1, 0.46799999475479126), (0, 0.43700000643730164), (2, 0.004999999888241291), (3, 0.004999999888241291), (4, 0.004999999888241291)]	['Biography', 'Drama', 'Sport']
The Cabinet of Dr. Caligari[(17, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Fantasy', 'Horror', 'Mystery', 'Thriller']
